"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25"
"Mã SV","Môn 1 (Toán)","Môn 2 (Văn)","Môn 3 (Anh)","Cơ sở lý thuyết Toán 1","Đường lối Cách mạng của Đảng cộng sản Việt Nam","Giáo dục học","Giáo dục quốc phòng an ninh 1","Giáo dục quốc phòng an ninh 2","Giáo dục quốc phòng an ninh 3","Giáo dục thể chất 1","Giáo dục thể chất 2","Những nguyên lý cơ bản của chủ nghĩa Mác Lenin 1","Những nguyên lý cơ bản của chủ nghĩa Mác Lenin 2","Phương pháp nghiên cứu khoa học","Quản lý hành chính nhà nước và quản lý ngành","Tâm lý học","Thực tập sư phạm 1","Tiếng Việt thực hành","Tin học","Tư tưởng Hồ Chí Minh","TBCTL","TBCHTT4","TBTHTT10","Xếp loại HT"
"217202001","-0.28","-0.375","0.5135135135135136","0.2323232323232323","0.4399999999999999","0.5957446808510638","0.5","0.7525773195876291","0.6222222222222222","0.5800000000000001","0.08000000000000007","0.2222222222222221","0.05084745762711851","0.4065934065934067","0.6304347826086958","0.5483870967741935","0.9191919191919191","0.729166666666667","-0.2363636363636363","0.7446808510638296","0.4473684210526312","0.461538461538461","0.4294670846394983","Giỏi"
"217202002","0.4399999999999999","-0.5","-0.0630630630630632","0.2323232323232323","0.24","0.6170212765957446","0.8800000000000001","0.6907216494845361","0.6222222222222222","0.22","0.26","-0.111111111111111","0.05084745762711851","0.6923076923076925","0.5217391304347827","0.8494623655913975","0.9393939393939392","0.8333333333333335","0.5272727272727276","0.404255319148936","0.4999999999999996","0.5128205128205123","0.4921630094043883","Giỏi"
"217202003","0.1000000000000001","0.25","0.3693693693693694","0.3535353535353536","0.7600000000000002","0.7234042553191489","0.8800000000000001","0.6288659793814435","0.6666666666666667","0.28","0.22","0.1111111111111109","0.01694915254237284","0.6483516483516485","0.7826086956521738","0.8064516129032258","0.9797979797979799","0.7083333333333333","0.8545454545454549","0.4680851063829787","0.6315789473684208","0.6410256410256407","0.5924764890282128","Giỏi"
"217202005","0.03999999999999981","0.375","0.2252252252252251","0.1111111111111112","0.3800000000000001","0.7659574468085106","0.52","0.5051546391752577","0.5555555555555556","0.28","0.3999999999999999","-0.0370370370370372","-0.1864406779661016","0.8681318681318682","0.8913043478260869","0.6559139784946235","0.9191919191919191","0.8333333333333335","0.7454545454545456","0.6595744680851063","0.5921052631578947","0.6025641025641024","0.586206896551724","Giỏi"
"217202006","-0.4399999999999998","0","-0.4234234234234235","0.8181818181818181","0.7","0.9361702127659572","0.52","0.5670103092783505","0.6222222222222222","0.4399999999999999","0.2","0.333333333333333","0.0847457627118644","0.6483516483516485","0.8260869565217392","0.7634408602150535","0.8787878787878789","0.7708333333333335","0.781818181818182","0.4680851063829787","0.8157894736842104","0.8205128205128203","0.7742946708463954","Giỏi"
"217202007","0.2","0.25","0.3693693693693694","0.05050505050505061","0.3999999999999999","0.7872340425531914","0.7600000000000002","0.7525773195876291","0.7777777777777777","0.6399999999999999","0.8199999999999998","-0.4444444444444445","0.4237288135593218","0.4945054945054945","0.7826086956521738","0.5483870967741935","0.9595959595959593","-1","0.4181818181818182","0.7021276595744681","0.5921052631578947","0.6025641025641024","0.5423197492163006","Giỏi"
"217202008","-0.03999999999999981","0.25","0.5495495495495495","0.2323232323232323","0.6000000000000001","0.7234042553191489","0.7600000000000002","0.7113402061855674","0.6222222222222222","0.28","0.1599999999999999","0","-0.152542372881356","0.6923076923076925","0.8913043478260869","0.6344086021505375","0.898989898989899","0.8333333333333335","0.5636363636363639","0.5106382978723403","0.5657894736842104","0.5769230769230769","0.5047021943573673","Giỏi"
"217202009","-0.3600000000000001","0.125","0.5855855855855854","0.1111111111111112","0.8","0.6808510638297873","0.7600000000000002","0.4432989690721651","0.6222222222222222","0.1000000000000001","0.04000000000000004","-0.6666666666666665","-0.2203389830508475","0.7142857142857144","0.847826086956522","0.5483870967741935","0.9393939393939392","-1","0.2363636363636363","0.4893617021276595","0.4736842105263153","0.4871794871794868","0.442006269592476","Giỏi"
"217202010","-0.6","0.375","0.2972972972972971","0.2323232323232323","0.5","0.6808510638297873","0.3400000000000001","0.7113402061855674","0.5555555555555556","0.6800000000000002","0.52","0.333333333333333","-0.0847457627118644","0.5164835164835166","0.5652173913043479","0.6989247311827957","0.9191919191919191","0.7083333333333333","0.3090909090909091","0.4893617021276595","0.3421052631578947","0.358974358974359","0.3605015673981193","Giỏi"
